file	predicates	variables	atoms	clauses	clauseSize	functors	maximalDepth
DTS/Alligator/Test/or2.test	2	0	0	0	0	0	0
DTS/Alligator/Test/piElim.test	2	0	0	0	0	0	0
DTS/Alligator/Test/app3.test	1	7	6	0	0	2	2
DTS/Alligator/Test/dni2.test	3	0	0	0	0	0	0
DTS/Alligator/Test/test.test	4	0	0	0	0	0	0
DTS/Alligator/Test/or3.test	2	0	0	0	0	0	0
DTS/Alligator/Test/dni4.test	3	0	0	0	0	0	0
DTS/Alligator/Test/lem.test	1	0	0	0	0	0	0
DTS/Alligator/Test/dne.test	3	0	0	0	0	0	0
DTS/Alligator/Test/or20.test	2	0	0	0	0	0	0
DTS/Alligator/Test/or4.test	1	3	6	4	3	4	2
DTS/Alligator/Test/transitive.test	3	0	0	0	0	0	0
DTS/Alligator/Test/dni.test	1	0	0	0	0	0	0
DTS/Alligator/Test/piElim3.test	3	0	0	0	0	0	0
DTS/Alligator/Test/transitive2.test	3	0	0	0	0	0	0
DTS/Alligator/Test/piElim2.test	3	0	0	0	0	0	0
DTS/Alligator/Test/transitive_7_18.test	3	0	0	0	0	0	0
DTS/Alligator/Test/or.test	2	0	0	0	0	0	0
DTS/Alligator/Test/lem_all.test	0	0	0	0	0	0	0
DTS/Alligator/Test/exist.test	1	7	6	0	0	2	2
DTS/Alligator/Test/dni3.test	3	0	0	0	0	0	0
DTS/Alligator/Test/lem_exist.test	0	0	0	0	0	0	0
DTS/Alligator/Test/app2.test	1	7	6	0	0	2	2
DTS/Alligator/Test/exist1.test	2	0	0	0	0	0	0
DTS/Alligator/Test/app.test	1	7	6	0	0	2	2
DTS/Alligator/Test/all.test	0	0	0	0	0	0	0
DTS/Alligator/Test/all2.test	3	0	0	0	0	0	0
DTS/Alligator/Test/efq.test	1	0	0	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN483-1.p	35	111	756	196	10	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN322-1.p	1	2	4	2	2	1	1
../../TPTP-v7.3.0/Problems/SYN/SYN222-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN974+1.p	1	2	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN916+1.p	1	0	1	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN540-1.p	25	99	591	142	11	44	1
../../TPTP-v7.3.0/Problems/SYN/SYN331-1.p	1	14	10	7	2	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN766-1.p	9	249	399	51	10	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN942+1.p	3	3	7	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN925+1.p	1	2	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN788-1.p	5	216	336	42	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN675-1.p	15	110	118	55	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN461-1.p	34	95	652	176	10	29	1
../../TPTP-v7.3.0/Problems/SYN/SYN701-1.p	18	132	156	74	5	29	6
../../TPTP-v7.3.0/Problems/SYN/SYN561-1.p	3	30	34	15	4	12	4
../../TPTP-v7.3.0/Problems/SYN/SYN833-1.p	343	6831	8107	536	24	16	1
../../TPTP-v7.3.0/Problems/SYN/SYN903-1.p	400	1201	1675	455	5	55	2
../../TPTP-v7.3.0/Problems/SYN/SYN920+1.p	3	6	15	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN033-1.p	1	11	7	4	4	3	2
../../TPTP-v7.3.0/Problems/SYN/SYN946+1.p	3	4	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN519-1.p	74	449	2255	530	17	171	1
../../TPTP-v7.3.0/Problems/SYN/SYN267-1.p	48	628	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN737-1.p	5	102	162	21	10	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN470+1.p	37	105	679	0	0	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN403+1.p	3	1	6	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN035-1.p	2	6	8	3	4	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN704-1.p	26	215	178	80	4	31	8
../../TPTP-v7.3.0/Problems/SYN/SYN426+1.p	32	216	1561	0	0	213	1
../../TPTP-v7.3.0/Problems/SYN/SYN114-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN422+1.p	32	160	1159	0	0	153	1
../../TPTP-v7.3.0/Problems/SYN/SYN891-1.p	40	1158	1394	86	24	16	1
../../TPTP-v7.3.0/Problems/SYN/SYN608-1.p	6	54	62	30	4	15	7
../../TPTP-v7.3.0/Problems/SYN/SYN253-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN645-1.p	10	123	111	42	6	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN235-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN300-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN419-1.p	66	328	1923	436	15	122	1
../../TPTP-v7.3.0/Problems/SYN/SYN424+1.p	32	232	1678	0	0	230	1
../../TPTP-v7.3.0/Problems/SYN/SYN850-1.p	1056	47196	51028	1792	44	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN660-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN571-1.p	3	46	41	20	4	10	5
../../TPTP-v7.3.0/Problems/SYN/SYN818-1.p	1420	97125	102402	2621	60	46	1
../../TPTP-v7.3.0/Problems/SYN/SYN374+1.p	1	4	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN570-1.p	7	35	39	20	4	7	3
../../TPTP-v7.3.0/Problems/SYN/SYN638-1.p	11	83	93	41	4	18	7
../../TPTP-v7.3.0/Problems/SYN/SYN714-1.p	32	245	275	105	5	35	3
../../TPTP-v7.3.0/Problems/SYN/SYN781-1.p	9	167	257	32	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN164-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN928+1.p	1	2	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN111-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN151-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN208-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN345-1.p	1	13	24	8	3	3	2
../../TPTP-v7.3.0/Problems/SYN/SYN509+1.p	36	135	799	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN348-1.p	1	32	96	16	6	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN338-1.p	1	4	3	3	1	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN437-1.p	57	79	761	256	10	52	1
../../TPTP-v7.3.0/Problems/SYN/SYN505-1.p	37	117	797	208	10	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN763-1.p	9	149	299	51	7	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN889-1.p	40	1176	1412	86	24	16	1
../../TPTP-v7.3.0/Problems/SYN/SYN306-1.p	3	6	10	6	2	4	2
../../TPTP-v7.3.0/Problems/SYN/SYN795-1.p	9	201	321	42	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN127-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN912-1.p	1676	5571	7430	1780	5	111	2
../../TPTP-v7.3.0/Problems/SYN/SYN979+1.p	4	4	12	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN429-1.p	85	618	3403	735	16	217	1
../../TPTP-v7.3.0/Problems/SYN/SYN094-1.005.p	63	0	232	82	4	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN546+1.p	26	162	1181	0	0	158	1
../../TPTP-v7.3.0/Problems/SYN/SYN435+1.p	58	53	543	0	0	53	1
../../TPTP-v7.3.0/Problems/SYN/SYN955+1.p	2	3	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN727-1.p	1	4	4	3	2	3	2
../../TPTP-v7.3.0/Problems/SYN/SYN495-1.p	22	6	177	76	8	17	1
../../TPTP-v7.3.0/Problems/SYN/SYN532-1.p	26	46	342	101	10	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN885-1.p	80	2674	2906	112	44	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN196-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN036+2.p	2	8	8	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN252-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN655-1.p	10	319	157	48	9	22	3
../../TPTP-v7.3.0/Problems/SYN/SYN342-1.p	1	2	2	2	1	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN986+1.001.p	1	7	6	0	0	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN473+1.p	36	111	704	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN577-1.p	3	43	59	22	10	16	3
../../TPTP-v7.3.0/Problems/SYN/SYN274-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN391+1.p	2	0	8	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN225-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN368+1.p	1	2	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN245-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN665-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN009-1.p	4	9	12	7	6	3	1
../../TPTP-v7.3.0/Problems/SYN/SYN333+1.p	2	3	7	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN770-1.p	5	109	169	22	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN429+1.p	32	216	1601	0	0	217	1
../../TPTP-v7.3.0/Problems/SYN/SYN585-1.p	3	49	53	26	4	14	3
../../TPTP-v7.3.0/Problems/SYN/SYN219-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN583-1.p	6	46	56	25	5	11	3
../../TPTP-v7.3.0/Problems/SYN/SYN759-1.p	5	269	419	51	10	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN315-1.p	2	4	8	4	2	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN598-1.p	8	56	62	29	4	14	11
../../TPTP-v7.3.0/Problems/SYN/SYN536+1.p	17	33	209	0	0	26	1
../../TPTP-v7.3.0/Problems/SYN/SYN744-1.p	9	97	187	31	7	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN174-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN136-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN501+1.p	35	121	750	0	0	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN468-1.p	37	92	698	196	10	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN249-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN348+1.p	1	4	8	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN472+1.p	36	114	713	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN628-1.p	8	69	75	36	4	20	6
../../TPTP-v7.3.0/Problems/SYN/SYN006-1.p	6	13	12	7	3	3	4
../../TPTP-v7.3.0/Problems/SYN/SYN169-1.p	48	628	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN502-1.p	37	114	782	206	10	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN067-3.p	2	120	259	46	7	11	2
../../TPTP-v7.3.0/Problems/SYN/SYN456+1.p	36	87	595	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN201-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN276-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN498+1.p	36	119	752	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN230-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN131-1.p	48	628	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN962+1.p	1	3	3	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN432+1.p	35	26	288	0	0	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN084-2.p	1	2	19	7	4	4	3
../../TPTP-v7.3.0/Problems/SYN/SYN444-1.p	34	97	658	176	10	29	1
../../TPTP-v7.3.0/Problems/SYN/SYN405+1.p	2	3	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN929+1.p	1	3	3	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN312-1.p	1	16	14	8	3	6	3
../../TPTP-v7.3.0/Problems/SYN/SYN705-1.p	26	215	178	80	4	31	8
../../TPTP-v7.3.0/Problems/SYN/SYN752-1.p	9	203	323	41	10	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN712-1.p	35	285	236	104	4	40	9
../../TPTP-v7.3.0/Problems/SYN/SYN452-1.p	35	92	653	180	10	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN789-1.p	5	215	335	42	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN088-1.010.p	11	10	32	22	11	2	1
../../TPTP-v7.3.0/Problems/SYN/SYN591-1.p	8	40	54	27	4	9	3
../../TPTP-v7.3.0/Problems/SYN/SYN467+1.p	36	108	680	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN342+1.p	1	4	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN597-1.p	8	58	60	28	4	15	5
../../TPTP-v7.3.0/Problems/SYN/SYN778-1.p	5	160	250	32	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN109-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN849-1.p	602	17397	19601	968	32	24	1
../../TPTP-v7.3.0/Problems/SYN/SYN128-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN525+1.p	17	25	196	0	0	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN799-1.p	5	257	407	52	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN750-1.p	9	207	327	41	10	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN409+1.p	1	3	3	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN482-1.p	36	128	800	200	10	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN786-1.p	5	202	322	42	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN731+1.p	1	4	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN523+1.p	17	12	103	0	0	16	1
../../TPTP-v7.3.0/Problems/SYN/SYN694-1.p	18	132	155	73	5	28	6
../../TPTP-v7.3.0/Problems/SYN/SYN556-1.p	2	26	25	12	4	10	5
../../TPTP-v7.3.0/Problems/SYN/SYN424-1.p	96	593	3438	767	16	227	1
../../TPTP-v7.3.0/Problems/SYN/SYN325-1.p	2	5	9	5	2	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN640-1.p	9	64	83	42	5	15	27
../../TPTP-v7.3.0/Problems/SYN/SYN696-1.p	18	132	155	73	5	28	6
../../TPTP-v7.3.0/Problems/SYN/SYN195-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN184-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN670-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN933+1.p	1	1	2	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN805-1.p	9	162	312	52	7	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN586-1.p	5	52	56	26	6	15	7
../../TPTP-v7.3.0/Problems/SYN/SYN822-1.p	1026	46710	50398	1768	44	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN066+1.p	3	13	10	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN666-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN388+1.p	1	0	2	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN872-1.p	100	3558	3732	114	60	38	1
../../TPTP-v7.3.0/Problems/SYN/SYN824-1.p	565	26508	28497	987	43	26	1
../../TPTP-v7.3.0/Problems/SYN/SYN366+1.p	1	6	6	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN562-1.p	3	25	29	16	4	8	19
../../TPTP-v7.3.0/Problems/SYN/SYN014-2.p	2	29	70	26	6	6	2
../../TPTP-v7.3.0/Problems/SYN/SYN210-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN975+1.p	1	3	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN073-1.p	1	3	3	2	2	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN155-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN938+1.p	21	141	203	0	0	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN295-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN040+1.p	2	0	4	0	0	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN141-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN784-1.p	5	133	253	42	7	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN858-1.p	637	18079	20443	1008	32	24	1
../../TPTP-v7.3.0/Problems/SYN/SYN916-1.p	1	0	1	1	1	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN817-1.p	903	42262	45516	1588	44	28	1
../../TPTP-v7.3.0/Problems/SYN/SYN379+1.p	2	5	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN524+1.p	17	31	216	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN503+1.p	35	128	771	0	0	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN918+1.p	3	6	15	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN971+1.p	1	2	2	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN509-1.p	36	135	831	204	10	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN480-1.p	37	126	803	204	10	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN950+1.p	2	4	6	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN443+1.p	36	85	588	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN324+1.p	1	2	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN138-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN478-1.p	36	103	739	200	10	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN689-1.p	15	100	129	62	4	30	28
../../TPTP-v7.3.0/Problems/SYN/SYN919+1.p	1	7	7	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN373+1.p	2	3	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN488-1.p	37	112	776	204	10	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN065+1.p	3	9	8	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN320-1.p	1	3	4	3	2	3	2
../../TPTP-v7.3.0/Problems/SYN/SYN726-1.p	2	10	12	6	3	4	1
../../TPTP-v7.3.0/Problems/SYN/SYN234-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN504+1.p	37	126	773	0	0	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN455+1.p	36	90	603	0	0	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN053+1.p	2	2	4	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN147-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN323+1.p	2	3	6	0	0	0	1
../../TPTP-v7.3.0/Problems/SYN/SYN218-1.p	48	627	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN446-1.p	36	92	662	184	10	31	1
../../TPTP-v7.3.0/Problems/SYN/SYN008-1.p	7	0	13	6	4	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN102-1.007.007.p	37	392	200	71	8	2	1
../../TPTP-v7.3.0/Problems/SYN/SYN046-1.p	2	0	4	3	2	0	0
../../TPTP-v7.3.0/Problems/SYN/SYN777-1.p	5	160	250	32	10	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN438-1.p	35	74	572	168	10	30	1
../../TPTP-v7.3.0/Problems/SYN/SYN518-1.p	52	366	2046	473	15	151	1
../../TPTP-v7.3.0/Problems/SYN/SYN841-1.p	1589	107474	113324	2856	60	46	1
../../TPTP-v7.3.0/Problems/SYN/SYN058-1.p	6	4	16	9	3	3	1
../../TPTP-v7.3.0/Problems/SYN/SYN124-1.p	48	626	1060	369	5	5	1
../../TPTP-v7.3.0/Problems/SYN/SYN661-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN663-1.p	15	110	117	54	5	21	6
../../TPTP-v7.3.0/Problems/SYN/SYN048-1.p	1	2	2	2	1	1	2
../../TPTP-v7.3.0/Problems/SYN/SYN803-1.p	9	144	294	52	7	2	2
../../TPTP-v7.3.0/Problems/SYN/SYN439-1.p	58	81	773	260	10	53	1
../../TPTP-v7.3.0/Problems/SYN/SYN887-1.p	79	2735	2967	112	44	32	1
../../TPTP-v7.3.0/Problems/SYN/SYN507+1.p	35	117	740	0	0	30	1
